ID,G_VRH
mp-503,35.0
mp-550,57.0
mp-559276,47.0
mp-592,107.0
mp-631473,22.0
mp-675025,91.0
mp-756094,30.0
mp-760376,24.0
mp-862855,49.0
mp-865250,78.0
mp-865788,41.0
mp-975373,10.0
mp-977550,83.0
mp-978496,100.0
mp-982387,20.0
mp-998973,69.0
mvc-15239,14.0
mp-1009135,0.0
mp-1009813,38.0
mp-1022051,22.0
mp-1039123,-2.0
mp-10405,42.0
mp-1063005,6.0
mp-11564,49.0
mp-1340,19.0
mp-1367,45.0
mp-15157,14.0
mp-16304,49.0
mp-16503,56.0
mp-16993,46.0
mp-17848,74.0
mp-19226,42.0
mp-2011,45.0
mp-21027,28.0
mp-23024,26.0
mp-2345,64.0
mp-30438,158.0
mp-3098,77.0
mp-32536,9.0
mp-331,41.0
mp-3666,83.0
mp-3923,99.0
mp-48,96.0
mp-4990,37.0
mp-504908,60.0
mp-5063,68.0
mp-530399,121.0
mp-5429,86.0
mp-555483,54.0
mp-560338,39.0
mp-604914,-5.0
mp-626689,27.0
mp-631537,-266.0
mp-644278,66.0
mp-760381,17.0
mp-774873,12.0
mp-864734,30.0
mp-864744,49.0
mp-865807,89.0
mp-865968,18.0
mp-973536,74.0
mp-974416,130.0
mp-978083,22.0
mp-989553,25.0
mp-1008280,150.0
mp-1016851,40.0
mp-1018712,57.0
mp-1019259,26.0
mp-10257,76.0
mp-10408,13.0
mp-10850,31.0
mp-11798,38.0
mp-12335,33.0
mp-16260,26.0
mp-19292,73.0
mp-19940,86.0
mp-21260,54.0
mp-23227,10.0
mp-2330,42.0
mp-30444,150.0
mp-30611,45.0
mp-30620,73.0
mp-31496,21.0
mp-35841,38.0
mp-5245,5.0
mp-540111,17.0
mp-542595,137.0
mp-565203,51.0
mp-614777,38.0
mp-672,18.0
mp-684679,71.0
mp-755071,50.0
mp-756683,60.0
mp-7595,7.0
mp-8048,69.0
mp-861875,48.0
mp-864985,80.0
mp-867822,7.0
mp-961669,2.0
mp-977435,100.0
mp-979989,20.0
mvc-12866,-6.0
mvc-3569,-5.0
mp-1008277,66.0
mp-1009237,-92.0
mp-1016825,80.0
mp-1017566,82.0
mp-1018100,28.0
mp-1018723,58.0
mp-10326,12.0
mp-10904,74.0
mp-11515,124.0
mp-11974,40.0
mp-13126,76.0
mp-13686,123.0
mp-1458,104.0
mp-15637,24.0
mp-15639,13.0
mp-15724,12.0
mp-15960,55.0
mp-16358,40.0
mp-17287,13.0
mp-1882,38.0
mp-19845,91.0
mp-20175,54.0
mp-20920,27.0
mp-2133,41.0
mp-2209,55.0
mp-22478,73.0
mp-22936,37.0
mp-24,504.0
mp-2490,52.0
mp-2580,197.0
mp-2654,22.0
mp-28171,13.0
mp-2877,75.0
mp-2958,127.0
mp-3,-2.0
mp-30044,-21.0
mp-3642,46.0
mp-3895,88.0
mp-4096,93.0
mp-417,81.0
mp-4247,13.0
mp-505531,19.0
mp-5229,110.0
mp-567666,12.0
mp-572,18.0
mp-600,-11.0
mp-600125,49.0
mp-7079,65.0
mp-7474,25.0
mp-7586,66.0
mp-866143,94.0
mp-866223,33.0
mp-950995,13.0
mp-972540,23.0
mp-973133,111.0
mp-979339,20.0
mp-9801,92.0
mp-983556,20.0
mp-10040,-5.0
mp-1008925,70.0
mp-10115,123.0
mp-1016932,67.0
mp-1039119,16.0
mp-1040472,120.0
mp-1077,168.0
mp-13008,61.0
mp-1329,22.0
mp-14226,4.0
mp-1444,16.0
mp-1589,72.0
mp-16371,48.0
mp-18816,72.0
mp-2089,10.0
mp-2676,118.0
mp-27381,5.0
mp-32311,14.0
mp-341,23.0
mp-3589,62.0
mp-40793,98.0
mp-472,7.0
mp-504691,39.0
mp-5370,58.0
mp-546711,11.0
mp-568083,81.0
mp-570713,49.0
mp-571648,5.0
mp-622497,85.0
mp-622990,-145.0
mp-631484,-15.0
mp-636320,100.0
mp-636334,55.0
mp-672356,-3.0
mp-676518,6.0
mp-6980,38.0
mp-730,117.0
mp-753799,43.0
mp-754940,26.0
mp-7942,37.0
mp-8161,30.0
mp-8431,56.0
mp-8468,18.0
mp-862871,8.0
mp-865340,31.0
mp-865506,126.0
mp-9194,37.0
mp-972659,72.0
mp-974370,124.0
mp-976411,1.0
mp-999390,75.0
mp-1008805,203.0
mp-1017542,110.0
mp-1018809,17.0
mp-1019362,28.0
mp-1039198,8.0
mp-1059,20.0
mp-10740,44.0
mp-11284,41.0
mp-11725,2.0
mp-12527,14.0
mp-12703,30.0
mp-12962,58.0
mp-14168,11.0
mp-1549,65.0
mp-18093,82.0
mp-19830,132.0
mp-21910,9.0
mp-230,55.0
mp-23047,32.0
mp-23562,11.0
mp-24150,86.0
mp-2420,117.0
mp-24201,-343.0
mp-24659,58.0
mp-2488,79.0
mp-2767,72.0
mp-27678,12.0
mp-27705,26.0
mp-2812,68.0
mp-2917,76.0
mp-29816,12.0
mp-30160,1.0
mp-30423,30.0
mp-30610,25.0
mp-3822,30.0
mp-4180,48.0
mp-561317,20.0
mp-601,49.0
mp-616440,522.0
mp-616559,85.0
mp-631489,-139.0
mp-69,23.0
mp-7700,31.0
mp-8311,61.0
mp-834,88.0
mp-864915,2.0
mp-865029,-8.0
mp-866024,35.0
mp-9571,36.0
mp-972808,19.0
mp-973143,33.0
mp-973561,5.0
mp-977541,87.0
mp-978846,5.0
mp-990440,51.0
mp-997082,21.0
mp-10102,14.0
mp-1013564,17.0
mp-1017515,76.0
mp-10437,21.0
mp-1118,64.0
mp-12762,115.0
mp-13536,33.0
mp-1949,61.0
mp-19921,5.0
mp-22232,11.0
mp-22276,22.0
mp-22389,55.0
mp-22434,125.0
mp-2258,47.0
mp-23288,1.0
mp-27693,151.0
mp-28166,13.0
mp-3078,31.0
mp-30798,82.0
mp-3336,79.0
mp-4720,77.0
mp-541196,112.0
mp-542090,29.0
mp-546,60.0
mp-546910,-30.0
mp-558674,30.0
mp-569600,29.0
mp-582011,16.0
mp-5921,54.0
mp-7066,63.0
mp-7771,28.0
mp-8285,48.0
mp-863672,25.0
mp-866131,20.0
mp-88,24.0
mp-9490,12.0
mp-959,39.0
mp-976220,5.0
mp-977455,45.0
mp-999495,9.0
mp-1009006,5.0
mp-1078600,21.0
mp-10931,57.0
mp-11549,76.0
mp-12581,10.0
mp-15635,-1.0
mp-1634,14.0
mp-19091,137.0
mp-20311,13.0
mp-20344,68.0
mp-21890,39.0
mp-27827,5.0
mp-2879,74.0
mp-30595,65.0
mp-31379,34.0
mp-4230,82.0
mp-546621,36.0
mp-557259,3.0
mp-567454,35.0
mp-568258,326.0
mp-568556,197.0
mp-631404,5.0
mp-631536,2.0
mp-675766,8.0
mp-6794,55.0
mp-697096,13.0
mp-7191,38.0
mp-754213,64.0
mp-8409,50.0
mp-849388,80.0
mp-861900,20.0
mp-865320,49.0
mp-867262,91.0
mp-966,14.0
mp-972640,26.0
mp-973920,78.0
mp-977408,93.0
mp-978555,23.0
mp-998970,44.0
mp-999200,46.0
mp-1007824,23.0
mp-1019584,70.0
mp-1025437,28.0
mp-1052,24.0
mp-11342,9.0
mp-11540,1.0
mp-1203,106.0
mp-12892,87.0
mp-15252,33.0
mp-19051,-10.0
mp-20197,116.0
mp-20874,103.0
mp-2116,49.0
mp-22152,32.0
mp-2358,49.0
mp-2693,29.0
mp-27418,16.0
mp-27718,15.0
mp-27850,20.0
mp-30062,5.0
mp-30501,33.0
mp-3507,48.0
mp-4836,17.0
mp-504677,39.0
mp-550437,21.0
mp-552934,14.0
mp-561830,8.0
mp-567636,62.0
mp-570437,3.0
mp-570452,45.0
mp-754475,27.0
mp-861909,61.0
mp-864791,20.0
mp-865113,17.0
mp-865159,39.0
mp-865710,-1.0
mp-865716,14.0
mp-865801,42.0
mp-866196,28.0
mp-867235,34.0
mp-961659,62.0
mp-989521,2.0
mp-989551,8.0
mp-1008813,-43.0
mp-1016843,5.0
mp-1019108,41.0
mp-1020059,86.0
mp-10201,135.0
mp-10435,40.0
mp-10893,-29.0
mp-11107,35.0
mp-11178,65.0
mp-14019,111.0
mp-14622,6.0
mp-16526,58.0
mp-19141,17.0
mp-19414,13.0
mp-2019,-60.0
mp-21479,49.0
mp-22631,88.0
mp-24650,58.0
mp-282,55.0
mp-29152,78.0
mp-30315,33.0
mp-4563,83.0
mp-468,62.0
mp-510557,7.0
mp-5380,43.0
mp-556004,24.0
mp-568687,63.0
mp-569376,125.0
mp-6065,93.0
mp-676586,17.0
mp-7761,18.0
mp-7885,28.0
mp-809,41.0
mp-811,63.0
mp-8290,20.0
mp-862366,31.0
mp-862705,109.0
mp-862814,40.0
mp-862890,10.0
mp-865167,14.0
mp-866104,10.0
mp-867249,137.0
mp-867748,79.0
mp-867887,32.0
mp-867894,31.0
mp-8884,22.0
mp-921,62.0
mp-947,12.0
mp-971752,72.0
mp-971859,-5.0
mp-977396,47.0
mp-978504,103.0
mp-984717,78.0
mp-9964,47.0
mp-1,0.0
mp-1002184,-60.0
mp-1008901,13.0
mp-1016849,47.0
mp-1016854,72.0
mp-1018022,26.0
mp-1157,76.0
mp-11697,73.0
mp-119,138.0
mp-12782,43.0
mp-128,38.0
mp-21206,99.0
mp-23309,4.0
mp-2624,30.0
mp-2662,130.0
mp-28233,5.0
mp-29153,83.0
mp-29771,29.0
mp-30079,4.0
mp-3982,19.0
mp-4013,80.0
mp-402,28.0
mp-4448,63.0
mp-4466,72.0
mp-4573,18.0
mp-510436,35.0
mp-570099,2.0
mp-571133,13.0
mp-601848,98.0
mp-631318,-11.0
mp-631554,-93.0
mp-669546,64.0
mp-696128,9.0
mp-7140,185.0
mp-7755,31.0
mp-8623,10.0
mp-862662,29.0
mp-862714,684.0
mp-864611,21.0
mp-971922,36.0
mp-972899,43.0
mp-973256,20.0
mp-973841,30.0
mp-976017,11.0
mp-977424,29.0
mp-9810,7.0
mp-9942,56.0
mvc-14629,63.0
mp-10064,-33.0
mp-1029756,12.0
mp-10300,114.0
mp-10525,-18.0
mp-11192,142.0
mp-1229,21.0
mp-21163,42.0
mp-23056,27.0
mp-24161,-12.0
mp-24728,91.0
mp-2670,43.0
mp-27630,6.0
mp-27632,7.0
mp-3388,75.0
mp-3963,11.0
mp-557686,32.0
mp-568695,26.0
mp-568823,19.0
mp-568891,-8.0
mp-569149,8.0
mp-569875,96.0
mp-631335,38.0
mp-642659,54.0
mp-754672,24.0
mp-7596,109.0
mp-7644,63.0
mp-862631,17.0
mp-864995,40.0
mp-865011,99.0
mp-865019,89.0
mp-865321,61.0
mp-8861,21.0
mp-8880,46.0
mp-9517,50.0
mp-975159,-15.0
mp-975822,26.0
mp-978988,22.0
mp-9814,21.0
mp-982558,61.0
mvc-15694,19.0
mp-1008903,16.0
mp-1010953,12.0
mp-1013719,10.0
mp-1022732,26.0
mp-10739,103.0
mp-113,142.0
mp-1748,34.0
mp-19765,12.0
mp-1990,27.0
mp-21008,84.0
mp-22693,13.0
mp-22992,13.0
mp-23703,43.0
mp-2515,97.0
mp-27927,74.0
mp-28302,9.0
mp-300,64.0
mp-30181,59.0
mp-30506,29.0
mp-30850,90.0
mp-31328,28.0
mp-3519,50.0
mp-3988,31.0
mp-4019,101.0
mp-4195,48.0
mp-4748,86.0
mp-504600,8.0
mp-5386,88.0
mp-557569,53.0
mp-560203,42.0
mp-569089,99.0
mp-579496,100.0
mp-7121,41.0
mp-783905,33.0
mp-8085,39.0
mp-861617,20.0
mp-862821,15.0
mp-863655,20.0
mp-865041,-3429.0
mp-865665,123.0
mp-865992,56.0
mp-867869,27.0
mp-9592,35.0
mp-962065,23.0
mp-972892,-2.0
mp-976763,55.0
mp-977200,5.0
mp-977416,32.0
mp-978489,156.0
mp-999204,64.0
mp-1008911,33.0
mp-1019100,48.0
mp-1021327,14.0
mp-10752,27.0
mp-10930,55.0
mp-1108,200.0
mp-12067,-32.0
mp-13092,51.0
mp-1581,8.0
mp-19231,14.0
mp-20136,13.0
mp-21382,44.0
mp-2154,51.0
mp-23141,35.0
mp-23154,3.0
mp-2578,23.0
mp-28145,6.0
mp-29151,27.0
mp-30454,42.0
mp-31900,41.0
mp-33551,64.0
mp-419,90.0
mp-4842,45.0
mp-5339,8.0
mp-567856,58.0
mp-571011,2.0
mp-5821,34.0
mp-754596,8.0
mp-7608,44.0
mp-764648,92.0
mp-7812,25.0
mp-781625,73.0
mp-862446,131.0
mp-864806,10.0
mp-865499,129.0
mp-865924,11.0
mp-867800,17.0
mp-867897,101.0
mp-972653,19.0
mp-982780,2.0
mp-9884,8.0
mp-995122,16.0
mp-999201,19.0
mvc-4415,61.0
mvc-5884,27.0
mp-1002209,-338.0
mp-1019380,150.0
mp-1099,62.0
mp-1180,92.0
mp-12765,41.0
mp-1561,27.0
mp-15845,29.0
mp-16496,93.0
mp-17892,50.0
mp-19790,3.0
mp-20943,10.0
mp-21481,20.0
mp-2242,17.0
mp-24066,18.0
mp-28627,9.0
mp-29135,67.0
mp-29868,25.0
mp-3190,79.0
mp-3759,93.0
mp-4860,57.0
mp-5127,32.0
mp-5292,56.0
mp-545482,11.0
mp-567276,39.0
mp-569548,4.0
mp-5773,40.0
mp-604908,10.0
mp-631509,-17.0
mp-634751,34.0
mp-6879,34.0
mp-7349,50.0
mp-754218,25.0
mp-768241,49.0
mp-770997,51.0
mp-8181,65.0
mp-8231,84.0
mp-863715,28.0
mp-865813,21.0
mp-865952,1.0
mp-867979,8.0
mp-961691,-43.0
mp-977375,2.0
mp-9778,11.0
mp-983425,27.0
mp-984523,4.0
mp-985585,38.0
mp-996995,38.0
mp-10008,-10.0
mp-1008284,200.0
mp-1008999,38.0
mp-1009458,79.0
mp-1011375,48.0
mp-1016442,8.0
mp-1017629,40.0
mp-1018683,30.0
mp-10250,42.0
mp-1158,51.0
mp-11801,5.0
mp-1335,61.0
mp-1667,51.0
mp-1808,36.0
mp-19219,33.0
mp-2001,18.0
mp-21847,26.0
mp-22463,42.0
mp-30599,48.0
mp-31080,63.0
mp-4022,95.0
mp-4664,14.0
mp-634381,22.0
mp-644483,25.0
mp-644751,215.0
mp-752927,27.0
mp-755144,36.0
mp-779328,22.0
mp-8136,63.0
mp-861646,15.0
mp-861653,30.0
mp-862563,45.0
mp-863707,11.0
mp-865023,92.0
mp-865537,78.0
mp-867157,19.0
mp-867273,74.0
mp-867361,19.0
mp-867978,37.0
mp-8995,9.0
mp-903,56.0
mp-962070,-7.0
mp-972069,63.0
mp-979421,33.0
mp-982664,11.0
mp-9850,43.0
mvc-11224,66.0
mp-10009,22.0
mp-1007657,86.0
mp-1018635,19.0
mp-1018728,30.0
mp-1025208,20.0
mp-1029536,69.0
mp-11029,60.0
mp-15963,95.0
mp-1725,24.0
mp-1784,10.0
mp-18337,186.0
mp-18852,27.0
mp-19384,81.0
mp-19716,56.0
mp-20025,23.0
mp-20523,48.0
mp-21202,22.0
mp-27731,34.0
mp-30591,30.0
mp-31442,0.0
mp-3849,9.0
mp-4156,59.0
mp-559931,31.0
mp-565,46.0
mp-567510,18.0
mp-567589,62.0
mp-5690,80.0
mp-570155,166.0
mp-571188,25.0
mp-580226,2.0
mp-626794,5.0
mp-627380,10.0
mp-6326,45.0
mp-634431,10.0
mp-642363,299.0
mp-755877,45.0
mp-8126,59.0
mp-8267,1.0
mp-862898,10.0
mp-8634,131.0
mp-989460,0.0
mp-1001831,25.0
mp-1007974,99.0
mp-1008530,85.0
mp-1008726,-12.0
mp-1009878,-164.0
mp-1025478,27.0
mp-10675,45.0
mp-11539,55.0
mp-13071,51.0
mp-13431,32.0
mp-16566,20.0
mp-1794,158.0
mp-1871,101.0
mp-18807,22.0
mp-20202,49.0
mp-2025,120.0
mp-20761,36.0
mp-20790,11.0
mp-20932,98.0
mp-21028,12.0
mp-21201,42.0
mp-22346,39.0
mp-22648,25.0
mp-22872,1.0
mp-23138,35.0
mp-24722,67.0
mp-2688,37.0
mp-27666,2.0
mp-30582,6.0
mp-3163,90.0
mp-3448,42.0
mp-361,8.0
mp-3834,92.0
mp-398,36.0
mp-4964,47.0
mp-539,23.0
mp-570677,18.0
mp-583,80.0
mp-674334,42.0
mp-684673,-52.0
mp-7142,74.0
mp-754134,96.0
mp-754185,28.0
mp-755769,46.0
mp-8435,18.0
mp-8487,35.0
mp-862360,48.0
mp-864945,89.0
mp-864997,37.0
mp-865434,71.0
mp-867263,16.0
mp-972767,-8.0
mp-975207,20.0
mp-975346,48.0
mp-977283,100.0
mp-977367,33.0
mp-977554,29.0
mp-999296,43.0
mp-1009008,28.0
mp-1009746,11.0
mp-10711,147.0
mp-13949,17.0
mp-1571,49.0
mp-16730,-23.0
mp-16765,18.0
mp-1876,5.0
mp-20228,21.0
mp-20608,24.0
mp-22522,84.0
mp-27257,1.0
mp-30337,98.0
mp-30358,28.0
mp-30408,31.0
mp-30797,43.0
mp-33880,15.0
mp-36329,47.0
mp-37381,61.0
mp-5170,62.0
mp-541014,4.0
mp-549720,8.0
mp-551758,30.0
mp-560340,49.0
mp-569360,4.0
mp-571039,27.0
mp-604313,-9.0
mp-628606,4.0
mp-631377,218.0
mp-631543,46.0
mp-7523,38.0
mp-7936,57.0
mp-7951,27.0
mp-846,67.0
mp-862424,54.0
mp-864930,79.0
mp-864992,88.0
mp-865138,87.0
mp-867252,35.0
mp-867985,17.0
mp-8948,38.0
mp-9514,91.0
mp-961679,-0.0
mp-9665,7.0
mp-971761,-42.0
mp-973633,63.0
mp-980392,23.0
mp-997025,12.0
mp-9986,9.0
mp-1002227,-1.0
mp-1008653,11.0
mp-1025390,55.0
mp-1025421,24.0
mp-1077723,38.0
mp-12647,54.0
mp-12665,32.0
mp-15659,27.0
mp-1566,63.0
mp-17413,71.0
mp-1746,56.0
mp-19094,119.0
mp-195,70.0
mp-19928,47.0
mp-20298,21.0
mp-22749,112.0
mp-29145,4.0
mp-29733,33.0
mp-4104,61.0
mp-4732,75.0
mp-549970,50.0
mp-556546,24.0
mp-571599,20.0
mp-7092,99.0
mp-7173,53.0
mp-7457,8.0
mp-753192,36.0
mp-769111,36.0
mp-771055,90.0
mp-861993,21.0
mp-865149,31.0
mp-865615,93.0
mp-867828,71.0
mp-867837,101.0
mp-924129,73.0
mp-952566,18.0
mp-972323,108.0
mp-974060,-16.0
mp-974738,6.0
mp-975640,48.0
mp-975909,25.0
mp-977403,23.0
mp-982739,52.0
mp-985302,14.0
mp-1002574,25.0
mp-1008924,30.0
mp-1009650,3.0
mp-1009747,-30.0
mp-1018690,59.0
mp-10214,50.0
mp-10440,60.0
mp-10623,43.0
mp-10760,41.0
mp-10785,24.0
mp-1139,133.0
mp-11496,35.0
mp-14099,25.0
mp-19376,62.0
mp-19789,187.0
mp-20425,82.0
mp-22817,23.0
mp-23487,13.0
mp-29056,40.0
mp-30352,21.0
mp-35869,149.0
mp-36800,175.0
mp-37879,29.0
mp-3854,76.0
mp-4415,71.0
mp-4913,28.0
mp-5219,84.0
mp-570213,21.0
mp-753,28.0
mp-754322,55.0
mp-755651,37.0
mp-762,14.0
mp-7692,175.0
mp-775331,93.0
mp-7857,190.0
mp-8539,16.0
mp-862378,48.0
mp-862711,31.0
mp-8637,-29.0
mp-866146,28.0
mp-867847,-12.0
mp-972526,19.0
mp-977425,94.0
mp-982595,-3.0
mp-1007664,37.0
mp-1008752,20.0
mp-1009218,13.0
mp-10163,5.0
mp-1029660,41.0
mp-10322,44.0
mp-10597,28.0
mp-10857,124.0
mp-11147,18.0
mp-12063,38.0
mp-129,124.0
mp-13548,5.0
mp-18817,42.0
mp-21200,45.0
mp-22367,22.0
mp-22626,3.0
mp-23710,35.0
mp-2630,8.0
mp-2691,15.0
mp-3744,97.0
mp-542640,54.0
mp-554573,33.0
mp-555934,35.0
mp-567458,100.0
mp-569157,1.0
mp-571467,12.0
mp-672265,54.0
mp-690544,74.0
mp-7426,29.0
mp-753781,107.0
mp-7632,95.0
mp-862492,17.0
mp-862555,33.0
mp-865587,36.0
mp-865731,13.0
mp-866189,30.0
mp-8752,13.0
mp-8804,67.0
mp-9060,24.0
mp-9254,5.0
mp-9486,14.0
mp-962069,-3.0
mp-973432,37.0
mp-973865,55.0
mp-974063,48.0
mp-976082,114.0
mp-976129,23.0
mp-9768,24.0
mp-979074,29.0
mp-9880,140.0
mp-989590,47.0
mp-9960,64.0
mp-1008642,99.0
mp-1019,47.0
mp-1025263,55.0
mp-12008,51.0
mp-12985,64.0
mp-14092,17.0
mp-1716,104.0
mp-19862,22.0
mp-20439,42.0
mp-20618,61.0
mp-20627,50.0
mp-22435,62.0
mp-2665,11.0
mp-27214,8.0
mp-27976,5.0
mp-291,134.0
mp-339,39.0
mp-4630,47.0
mp-684692,4.0
mp-7377,20.0
mp-760415,13.0
mp-774155,63.0
mp-861954,66.0
mp-865669,86.0
mp-866175,13.0
mp-972914,31.0
mp-973824,17.0
mp-975364,38.0
mp-977380,28.0
mp-978568,91.0
mp-1003485,57.0
mp-1009834,122.0
mp-1013526,14.0
mp-1023127,44.0
mp-1025293,53.0
mp-1038975,-2.0
mp-10528,58.0
mp-10749,34.0
mp-11594,96.0
mp-11658,22.0
mp-1210,36.0
mp-12666,78.0
mp-12953,18.0
mp-14763,51.0
mp-15799,156.0
mp-15986,65.0
mp-16516,54.0
mp-2283,44.0
mp-27953,88.0
mp-29243,25.0
mp-3329,47.0
mp-37906,84.0
mp-4287,50.0
mp-4321,70.0
mp-510409,104.0
mp-559691,53.0
mp-568940,85.0
mp-569128,129.0
mp-570418,3.0
mp-625,51.0
mp-631398,317.0
mp-631497,-9.0
mp-7000,44.0
mp-861481,21.0
mp-862340,46.0
mp-862673,29.0
mp-865160,80.0
mp-865433,21.0
mp-865795,33.0
mp-867780,83.0
mp-971799,24.0
mp-973564,-51.0
mp-976870,37.0
mp-977011,5.0
mp-978513,19.0
mp-981368,-104.0
mp-999126,30.0
mp-1007690,22.0
mp-1008727,-11.0
mp-1019255,27.0
mp-10652,37.0
mp-1087,32.0
mp-10952,29.0
mp-11073,56.0
mp-11520,55.0
mp-11555,9.0
mp-11870,39.0
mp-12523,48.0
mp-18750,59.0
mp-20369,34.0
mp-21104,47.0
mp-21445,35.0
mp-22345,5.0
mp-23317,1.0
mp-2723,104.0
mp-27421,6.0
mp-28376,12.0
mp-29585,8.0
mp-30658,30.0
mp-3207,36.0
mp-381,105.0
mp-4072,81.0
mp-510403,33.0
mp-5372,7.0
mp-567164,101.0
mp-568232,56.0
mp-568436,38.0
mp-570791,187.0
mp-578,19.0
mp-7240,24.0
mp-729,154.0
mp-7707,82.0
mp-8045,93.0
mp-8377,19.0
mp-865957,12.0
mp-867744,88.0
mp-961658,52.0
mp-971720,-16.0
mp-973396,-47.0
mp-979026,26.0
mp-982869,34.0
mp-999269,16.0
mp-1008965,3.0
mp-1018752,26.0
mp-1029420,22.0
mp-10379,74.0
mp-10777,19.0
mp-11566,40.0
mp-12903,20.0
mp-1296,56.0
mp-1535,-27.0
mp-19328,77.0
mp-20735,37.0
mp-2077,20.0
mp-22537,9.0
mp-2542,156.0
mp-2649,4.0
mp-30341,31.0
mp-3047,-4.0
mp-317,54.0
mp-3700,31.0
mp-42,59.0
mp-4364,79.0
mp-4992,133.0
mp-510536,89.0
mp-561598,18.0
mp-567540,13.0
mp-568718,80.0
mp-579718,11.0
mp-7247,45.0
mp-7302,100.0
mp-756630,113.0
mp-776205,81.0
mp-861878,13.0
mp-864884,19.0
mp-864924,22.0
mp-865032,78.0
mp-865098,16.0
mp-866160,32.0
mp-867876,15.0
mp-877,27.0
mp-961727,-16.0
mp-972861,39.0
mp-977442,22.0
mp-997054,20.0
mvc-14047,16.0
mp-10078,34.0
mp-1008282,83.0
mp-1008349,105.0
mp-1017539,11.0
mp-1018033,39.0
mp-1025346,60.0
mp-11385,68.0
mp-11501,93.0
mp-11820,5.0
mp-1215,106.0
mp-13396,48.0
mp-13983,25.0
mp-20049,51.0
mp-20892,119.0
mp-22514,45.0
mp-22790,84.0
mp-23237,31.0
mp-23505,7.0
mp-23684,11.0
mp-28323,12.0
mp-31171,26.0
mp-31363,6.0
mp-3513,65.0
mp-37514,63.0
mp-38280,123.0
mp-38843,110.0
mp-5326,81.0
mp-56,4.0
mp-568991,133.0
mp-570430,94.0
mp-5934,56.0
mp-607371,157.0
mp-770649,64.0
mp-773044,16.0
mp-7916,92.0
mp-7988,2.0
mp-8278,38.0
mp-8402,42.0
mp-861933,-6.0
mp-862756,43.0
mp-862974,-23.0
mp-865209,87.0
mp-865521,2.0
mp-867257,21.0
mp-961656,55.0
mp-972528,23.0
mp-972949,23.0
mp-972954,17.0
mp-978089,23.0
mp-978596,58.0
mp-983237,-6.0
mp-983509,5.0
mp-983555,31.0
mp-985278,33.0
mp-1002181,-46.0
mp-1009009,-5.0
mp-10120,-9.0
mp-1018142,17.0
mp-10213,26.0
mp-10911,67.0
mp-11517,128.0
mp-1211,30.0
mp-1249,52.0
mp-13365,19.0
mp-1393,11.0
mp-1447,27.0
mp-1804,96.0
mp-20590,22.0
mp-20901,38.0
mp-21164,19.0
mp-213,22.0
mp-22782,-26.0
mp-23178,0.0
mp-27294,30.0
mp-27971,14.0
mp-28264,12.0
mp-28810,6.0
mp-31467,49.0
mp-4883,56.0
mp-559435,47.0
mp-569683,16.0
mp-614185,3.0
mp-631319,-31.0
mp-631383,25.0
mp-631467,-101.0
mp-631535,38.0
mp-684663,-15.0
mp-685097,106.0
mp-697126,41.0
mp-763099,74.0
mp-861901,33.0
mp-861931,84.0
mp-865756,-3.0
mp-865985,43.0
mp-867131,25.0
mp-973646,26.0
mp-975176,8.0
mp-977430,79.0
mp-978281,25.0
mp-982724,18.0
mp-985283,12.0
mp-9922,12.0
mp-999298,42.0
mp-10026,33.0
mp-1013714,10.0
mp-1016879,106.0
mp-1022517,16.0
mp-1025335,61.0
mp-1029422,53.0
mp-10871,-21.0
mp-11202,35.0
mp-11393,97.0
mp-12700,100.0
mp-12972,59.0
mp-13074,45.0
mp-13311,35.0
mp-136,185.0
mp-13907,19.0
mp-13911,19.0
mp-143,31.0
mp-1451,77.0
mp-1479,162.0
mp-15322,76.0
mp-1654,40.0
mp-1814,13.0
mp-18257,92.0
mp-19851,25.0
mp-20352,38.0
mp-20479,27.0
mp-21347,178.0
mp-22304,13.0
mp-2484,10.0
mp-28872,9.0
mp-2927,8.0
mp-29889,6.0
mp-30183,84.0
mp-30592,23.0
mp-3494,50.0
mp-362,56.0
mp-3623,104.0
mp-3829,23.0
mp-415,206.0
mp-464,25.0
mp-4728,26.0
mp-4744,40.0
mp-4904,79.0
mp-547271,124.0
mp-5503,72.0
mp-554822,35.0
mp-571343,26.0
mp-580287,23.0
mp-5982,48.0
mp-606604,12.0
mp-634965,73.0
mp-639874,54.0
mp-755690,89.0
mp-7851,125.0
mp-8180,25.0
mp-864647,141.0
mp-864654,57.0
mp-865717,117.0
mp-866165,48.0
mp-961694,-20.0
mp-962075,10.0
mp-977589,24.0
mp-1018048,77.0
mp-1018123,-17.0
mp-1025372,74.0
mp-11563,300.0
mp-11919,67.0
mp-1523,80.0
mp-20211,99.0
mp-20724,20.0
mp-215,29.0
mp-2182,44.0
mp-2348,45.0
mp-2802,97.0
mp-30403,41.0
mp-30621,100.0
mp-333,82.0
mp-33526,32.0
mp-3574,45.0
mp-38035,22.0
mp-4793,12.0
mp-5012,51.0
mp-510417,48.0
mp-510421,5.0
mp-5193,36.0
mp-522,28.0
mp-5244,71.0
mp-5348,63.0
mp-551830,102.0
mp-567630,17.0
mp-571491,58.0
mp-6669,39.0
mp-672698,-2.0
mp-675477,18.0
mp-7480,53.0
mp-755313,81.0
mp-776320,11.0
mp-793,28.0
mp-8236,31.0
mp-862872,7.0
mp-864955,97.0
mp-864990,127.0
mp-865000,170.0
mp-9387,50.0
mp-945184,21.0
mp-9631,60.0
